template_version,cluster_label,outcome,f_statistic,df_between,df_within,p_value,eta_squared
B,narrative_best_label,S1,111.21710722047855,5,531,1.1102230246251565e-16,0.5115379771275099
B,narrative_best_label,S2,204.55226839008043,5,531,1.1102230246251565e-16,0.6582486732914544
B,narrative_best_label,S3,91.58271635743559,5,531,1.1102230246251565e-16,0.46304711576478735
B,narrative_best_label,S5,47.07464853074279,5,531,1.1102230246251565e-16,0.3071261228258558
B,narrative_best_label,S6,52.253541159511464,5,531,1.1102230246251565e-16,0.32977199990064626
