template_version,cluster_label,outcome,f_statistic,df_between,df_within,p_value,eta_squared
B,narrative_best_label,S1,62.699660724200946,9,527,1.1102230246251565e-16,0.5170883583230111
B,narrative_best_label,S2,114.14536512529615,9,527,1.1102230246251565e-16,0.6609424239042407
B,narrative_best_label,S3,46.21674427760077,9,527,1.1102230246251565e-16,0.44111606169949685
B,narrative_best_label,S5,27.637433212945712,9,527,1.1102230246251565e-16,0.32064595517362604
B,narrative_best_label,S6,27.680463346081794,9,527,1.1102230246251565e-16,0.32098493991999705
