IDCode,index,narrative_gmm_bic_best_label,narrative_gmm_aicc_best_label,narrative_best_label
guva627,251,6,4,4
lohy238,252,2,3,3
cobi870,253,0,5,5
giki066,254,7,3,3
hywy001,255,6,2,2
feji918,256,3,4,4
luli756,257,6,4,4
wumu083,258,2,3,3
cyga680,259,6,4,4
buvy316,260,3,5,5
rejy122,261,3,4,4
dusi300,262,3,4,4
howe436,263,3,4,4
ropi792,264,7,3,3
jemy300,265,7,3,3
qexo432,266,6,2,2
kyso927,267,0,4,4
cozi663,268,1,1,1
vani542,269,0,5,5
kaxu871,270,3,4,4
moku835,271,7,3,3
cahe192,272,6,4,4
feso129,273,7,3,3
tufa140,274,7,3,3
zigi489,275,1,1,1
dahi696,276,6,4,4
quhe482,277,1,1,1
taxa827,278,6,5,5
vuga321,279,6,5,5
nycu731,280,6,4,4
raxy329,281,0,5,5
nyfe489,282,2,3,3
texu966,283,8,6,6
kifo712,284,8,6,6
pajo050,285,0,5,5
hefy659,286,8,6,6
tujy672,287,6,4,4
cyfe247,288,1,1,1
xori482,289,6,5,5
raje697,290,0,4,4
biwu043,291,6,2,2
cylu852,292,3,5,5
fode209,293,3,5,5
woju333,294,0,5,5
saca329,295,0,4,4
jizi110,296,3,0,0
vyxi492,297,2,3,3
xehy451,298,3,5,5
feke878,299,5,6,6
rozu771,300,3,5,5
duvi856,301,2,3,3
nexu635,302,0,0,0
cozi454,303,5,6,6
saze236,304,3,5,5
quzy338,305,0,5,5
lula174,306,2,3,3
buzo685,307,5,6,6
huby293,308,2,3,3
dyhi182,309,3,5,5
tatu362,310,3,4,4
bene344,311,3,5,5
keho061,312,5,6,6
vyxy108,313,0,0,0
zusa663,314,0,4,4
nehe056,315,2,3,3
myve834,316,2,3,3
tyhy481,317,5,6,6
sati762,318,3,5,5
biku776,319,5,6,6
wify666,320,2,3,3
sony276,321,0,4,4
tusi463,322,3,0,0
baco446,323,1,1,1
coni238,324,6,4,4
tuvu087,325,1,1,1
vuci475,326,6,5,5
seto741,327,1,1,1
jewe923,328,6,4,4
jaqy340,329,0,5,5
pubu440,330,1,1,1
gyjy255,331,6,2,2
zyte492,332,0,4,4
ruco451,333,0,0,0
loda300,334,6,5,5
moly152,335,1,1,1
cuba307,336,0,5,5
jupo405,337,1,1,1
xuke183,338,6,2,2
mado232,339,9,1,1
zafy372,340,7,3,3
gyly160,341,8,6,6
tapi010,342,1,1,1
gelu604,343,7,3,3
qiqi041,344,6,2,2
ratu271,345,3,5,5
kyqu130,346,6,4,4
lucu601,347,6,4,4
kama922,348,3,5,5
zoma564,349,6,2,2
puju088,350,3,5,5
jufy997,351,3,4,4
wyja070,352,3,5,5
dasy955,353,6,2,2
wyki565,354,8,6,6
garu074,355,6,4,4
qyxy586,356,3,4,4
kegi864,357,2,3,3
gyge774,358,0,5,5
vyda893,359,1,1,1
vuvy608,360,3,4,4
vizo712,361,6,2,2
givi158,362,5,6,6
caro445,363,0,4,4
nene689,364,2,3,3
ryfy568,365,8,6,6
johy783,366,4,1,1
sulo956,367,5,6,6
gony054,368,3,4,4
puca767,369,3,5,5
baky109,370,1,1,1
mabo887,371,0,0,0
cona428,372,3,4,4
lilo882,373,0,0,0
gycy436,374,0,5,5
jyri631,375,3,4,4
safu128,376,2,3,3
fore104,377,0,4,4
zabe850,378,0,4,4
woci389,379,3,5,5
kygi723,380,3,4,4
qejy219,381,2,3,3
jago498,382,3,4,4
buby593,383,6,4,4
dapu822,384,3,4,4
sugu976,385,1,1,1
wuxa997,386,0,5,5
tiqy778,387,6,2,2
xyfe491,388,9,1,1
ryhy064,389,0,4,4
kufi222,390,6,5,5
xaja332,391,0,5,5
fofa613,392,1,1,1
viba035,393,9,1,1
qewy924,394,6,4,4
pytu496,395,0,5,5
tosa657,396,6,4,4
keri121,397,7,3,3
bofi991,398,5,6,6
bihi184,399,1,1,1
piro376,400,3,5,5
zejy480,401,4,1,1
zapy404,402,5,6,6
lusi512,403,3,5,5
sedo490,404,1,1,1
davu999,405,0,0,0
buby236,406,9,1,1
weru214,407,6,2,2
tyly265,408,4,1,1
nise834,409,9,1,1
voxy002,410,1,1,1
fypi681,411,3,5,5
xopa120,412,1,1,1
wari483,413,0,5,5
kegy317,414,0,5,5
geka905,415,3,5,5
lore323,416,1,1,1
vane668,417,2,3,3
zuxy510,418,1,1,1
masu336,419,6,2,2
xise560,420,0,5,5
zomi496,421,4,1,1
lilu285,422,4,1,1
heqi003,423,4,1,1
jise415,424,7,3,3
vabe169,425,2,3,3
kofa904,426,4,1,1
peqo117,427,1,1,1
gaho243,428,0,5,5
mude815,429,1,1,1
raxe285,430,6,2,2
qami382,431,0,4,4
bebo956,432,9,1,1
cofi309,433,3,4,4
buqe642,434,0,4,4
vuzo690,435,3,5,5
posy958,436,0,4,4
gaga585,437,6,2,2
vopa930,438,0,5,5
xutu412,439,2,3,3
doxi119,440,4,1,1
feqy379,441,6,4,4
xypo299,442,9,1,1
gahu141,443,7,3,3
kyse146,444,0,4,4
sedi312,445,6,4,4
nasi298,446,2,3,3
naky151,447,5,6,6
koqa816,448,2,3,3
sila763,449,6,4,4
pody147,450,0,4,4
voza333,451,7,3,3
tiro932,452,0,0,0
wujy562,453,3,4,4
hamu369,454,3,4,4
nape687,455,4,1,1
gevi782,456,3,5,5
qoha890,457,7,3,3
fili803,458,7,3,3
puce552,459,1,1,1
buny935,460,6,2,2
pimi228,461,5,6,6
kyjo289,462,0,5,5
bepo134,463,6,4,4
kise589,464,0,4,4
remi231,465,5,6,6
qyjo579,466,3,5,5
cyhu257,467,1,1,1
diha837,468,0,5,5
ware232,469,2,3,3
hyge979,470,3,4,4
biqe951,471,6,0,0
jide437,472,2,3,3
zipu412,473,6,2,2
vate767,474,0,5,5
mefy253,475,3,4,4
qafe413,476,1,1,1
lota555,477,1,1,1
mecu237,478,3,0,0
cidy099,479,7,3,3
xoba600,480,3,4,4
joce161,481,1,1,1
kywu572,482,7,3,3
jefi901,483,6,4,4
mari840,484,3,5,5
nypy058,485,6,2,2
rino885,486,6,5,5
maju644,487,9,1,1
qosy291,488,6,5,5
posy537,489,7,3,3
xoki390,490,9,1,1
fagi164,491,1,1,1
zozy719,492,0,4,4
bopa107,493,6,4,4
jyly989,494,8,6,6
togu404,495,6,2,2
gosa272,496,5,6,6
fovo989,497,0,4,4
sira606,498,6,4,4
loby351,499,0,0,0
fike806,500,6,2,2
fafe171,501,4,1,1
zyvo780,502,6,4,4
xune455,503,0,5,5
vamu972,504,2,3,3
suzo040,505,5,6,6
wype120,506,0,5,5
jicu869,507,8,6,6
wero373,508,6,4,4
juqo313,509,6,4,4
vexo008,510,4,1,1
punu787,511,9,1,1
tomo782,512,1,1,1
cupe992,513,9,1,1
kyjo535,514,6,2,2
raja244,515,0,5,5
pino324,516,3,5,5
qutu379,517,9,1,1
nolu547,518,5,6,6
cape571,519,1,1,1
coma628,520,0,5,5
mida684,521,2,3,3
gaqe214,522,6,4,4
pufe463,523,2,3,3
fifa517,524,7,3,3
wuzy577,525,7,3,3
sire515,526,2,3,3
xyhi085,527,7,3,3
nexy906,528,7,3,3
pyzi618,529,2,3,3
muku118,530,6,2,2
kewi488,531,6,2,2
xafu780,532,1,1,1
wowy820,533,9,1,1
ryzo168,534,0,0,0
xavy753,535,4,1,1
deje129,536,9,1,1
