template_version,cluster_label,outcome,f_statistic,df_between,df_within,p_value,eta_squared
B,narrative_best_label,S1,23.700952314415712,4,532,1.1102230246251565e-16,0.151249574200803
B,narrative_best_label,S2,56.08565994089179,4,532,1.1102230246251565e-16,0.2966150894701596
B,narrative_best_label,S3,47.48684265220324,4,532,1.1102230246251565e-16,0.26310417953130255
B,narrative_best_label,S5,13.513565986311503,4,532,1.6910461919650288e-10,0.09223423029355556
B,narrative_best_label,S6,13.1688479506009,4,532,3.0937286066290426e-10,0.0900933963374428
