gmm_aicc_best_label,accuracy,avg_rt,var_rt,longest_correct_streak
0,0.37346239161121186,17.681192024601735,318.7854708818727,6.954022988505747
1,0.8309883619940941,15.511835215100458,202.0772870708043,22.084158415841586
2,0.740970072239422,24.04642737358101,954.0709340335897,16.36764705882353
3,0.6586744639376219,17.469361054256012,243.4182633301589,13.11111111111111
