narrative_best_label,S1,S2,S3,S5,S6,Missing_total
0,12.220588235294118,30.5,4.705882352941177,6.264705882352941,4.5588235294117645,0.45975232194117643
1,7.141176470588236,18.541176470588237,2.635294117647059,4.1647058823529415,2.3058823529411763,11.728792569741177
2,9.84375,26.515625,4.296875,5.203125,3.578125,1.194078947359375
3,7.254237288135593,19.694915254237287,3.1016949152542375,4.0508474576271185,2.3559322033898304,9.066904549542373
4,12.156862745098039,30.901960784313726,4.882352941176471,6.215686274509804,4.627450980392157,0.2043343653137255
5,9.833333333333334,27.476190476190474,3.9761904761904763,4.809523809523809,3.619047619047619,1.4887218046190476
6,13.11111111111111,31.333333333333332,4.851851851851852,5.62962962962963,4.851851851851852,0.6432748538148148
7,11.609756097560975,30.585365853658537,4.7073170731707314,6.365853658536586,4.463414634146342,0.21181001282926828
8,10.285714285714286,27.357142857142858,4.089285714285714,4.946428571428571,3.482142857142857,1.9849624060178572
9,6.931818181818182,16.931818181818183,2.090909090909091,3.5681818181818183,2.5681818181818183,13.342105263318182
