gmm_aic_best_label,0,1,2,3,4,5,6,7,8,9
0,0,0,44,0,8,0,22,0,0,0
1,19,0,0,0,0,7,0,0,15,0
2,0,23,1,34,0,0,2,13,0,0
3,20,0,6,0,0,4,0,0,0,0
4,14,0,0,0,2,26,0,0,18,0
5,0,0,26,0,21,0,19,0,0,10
6,0,0,12,0,39,0,28,0,0,8
7,1,0,21,0,0,0,1,3,0,0
8,3,0,2,0,1,2,7,0,0,0
9,0,0,2,0,29,0,10,0,0,14
