template_version,cluster_label,outcome,f_statistic,df_between,df_within,p_value,eta_squared
C,narrative_best_label,S1,60.00643674230472,9,527,1.1102230246251565e-16,0.5061186606206151
C,narrative_best_label,S2,106.3302034312638,9,527,1.1102230246251565e-16,0.6448719651996363
C,narrative_best_label,S3,46.58687892374013,9,527,1.1102230246251565e-16,0.44308351004478475
C,narrative_best_label,S5,25.07281195319904,9,527,1.1102230246251565e-16,0.2998122849949726
C,narrative_best_label,S6,28.852239923379393,9,527,1.1102230246251565e-16,0.33008772004017317
