gmm_bic_best_label,n_items,total_correct,total_incorrect,accuracy,avg_rt,var_rt,rt_cv,longest_correct_streak,longest_incorrect_streak,consecutive_correct_rate,response_variance
0,57.0,38.5929203539823,18.4070796460177,0.6770687781400404,18.000019393986438,271.2557913439348,0.8821867365952835,13.84070796460177,5.8584070796460175,0.5346080910240202,0.22151617983010627
1,57.0,50.03,6.97,0.877719298245614,15.428814298245614,230.74058505343214,0.9558378803385327,26.86,2.15,0.7951785714285714,0.10783208020050125
2,57.0,16.80392156862745,40.19607843137255,0.29480564155486755,17.13856441348469,325.81273722363244,0.9260356841769685,5.627450980392157,20.03921568627451,0.17051820728291317,0.20492407489311515
3,57.0,44.597122302158276,12.402877697841726,0.7824056544238293,16.28029070427868,227.4273873986894,0.8855397990144,17.424460431654676,3.402877697841727,0.657245632065776,0.17238690250806873
4,57.0,30.6046511627907,26.3953488372093,0.5369237046103631,18.003249371005033,264.48638578994075,0.8341796989409546,9.36046511627907,9.162790697674419,0.3762458471760797,0.2499198577839949
5,57.0,41.625,15.375,0.7302631578947368,24.77304605263158,1094.6960482660886,1.3372139658750586,16.145833333333332,4.958333333333333,0.6004464285714286,0.19268222639933166
