narrative_best_label,S1,S2,S3,S5,S6,Missing_total
0,6.909090909090909,14.454545454545455,2.1818181818181817,3.4545454545454546,1.9090909090909092,10.421052631272728
1,10.926605504587156,28.422018348623855,4.3577981651376145,5.6880733944954125,3.8623853211009176,0.9560598744587155
2,10.425531914893616,27.76595744680851,4.212765957446808,5.531914893617022,3.6595744680851063,0.6651735722978723
3,10.977777777777778,29.044444444444444,4.444444444444445,5.6,4.144444444444445,0.8684210527
4,11.840909090909092,29.568181818181817,4.568181818181818,5.113636363636363,4.2727272727272725,1.2236842105681818
5,6.6923076923076925,17.692307692307693,2.6666666666666665,3.8461538461538463,2.051282051282051,11.534412955410257
6,6.468085106382978,16.574468085106382,2.0851063829787235,4.127659574468085,1.9148936170212767,18.366181411276596
7,6.3125,14.53125,1.53125,3.3125,2.34375,16.44572368428125
8,9.927710843373495,26.80722891566265,4.349397590361446,5.409638554216867,3.8674698795180724,1.1090678502650602
9,10.942857142857143,28.0,4.371428571428571,4.914285714285715,4.085714285714285,3.5233082707142858
