template_version,cluster_label,outcome,f_statistic,df_between,df_within,p_value,eta_squared
C,narrative_best_label,S1,16.949862709024018,4,532,4.3165471197426086e-13,0.11303686714215289
C,narrative_best_label,S2,17.564047030501953,4,532,1.5010215292932116e-13,0.1166549875412405
C,narrative_best_label,S3,14.757424096647128,4,532,1.9266810369344967e-11,0.09987602441549329
C,narrative_best_label,S5,8.199195501809564,4,532,2.019435566102956e-06,0.058068287660353456
C,narrative_best_label,S6,10.222091890372758,4,532,5.5792783948405145e-08,0.0713723124376448
