narrative_best_label,S1,S2,S3,S5,S6,Missing_total
0,11.781818181818181,30.254545454545454,4.6909090909090905,6.327272727272727,4.472727272727273,0.5684210525818182
1,7.602409638554217,19.626506024096386,3.0963855421686746,4.289156626506024,2.5060240963855422,7.658845909963856
2,12.2,30.257142857142856,4.714285714285714,5.685714285714286,4.6,1.7368421052285716
3,10.157142857142857,27.114285714285714,4.171428571428572,5.128571428571429,3.6,1.1909774436142857
4,6.628571428571429,15.457142857142857,1.7142857142857142,3.342857142857143,2.342857142857143,16.425563909942856
5,12.347222222222221,30.930555555555557,4.708333333333333,6.083333333333333,4.569444444444445,0.16885964912499998
6,9.75,26.806818181818183,4.0,4.863636363636363,3.477272727272727,2.486842105318182
7,6.96875,19.875,3.1875,3.84375,2.40625,10.800986842250001
8,6.542857142857143,17.34285714285714,2.342857142857143,4.057142857142857,2.1142857142857143,13.249624060285715
9,12.25,31.125,4.875,6.5,4.65625,0.32565789471875
