template_version,cluster_label,outcome,f_statistic,df_between,df_within,p_value,eta_squared
A,narrative_best_label,S1,62.24192744505093,9,527,1.1102230246251565e-16,0.5152584797212905
A,narrative_best_label,S2,108.18304699055301,9,527,1.1102230246251565e-16,0.648818242078267
A,narrative_best_label,S3,47.718134236285344,9,527,1.1102230246251565e-16,0.44901173874503864
A,narrative_best_label,S5,27.885590425892236,9,527,1.1102230246251565e-16,0.3225962602563958
A,narrative_best_label,S6,28.94610726677375,9,527,1.1102230246251565e-16,0.33080636793781104
