narrative_best_label,S1,S2,S3,S5,S6,Missing_total
0,12.220588235294118,30.5,4.705882352941177,6.264705882352941,4.5588235294117645,0.45975232194117643
1,7.111111111111111,18.86111111111111,2.625,4.291666666666667,2.375,12.519736842263889
2,9.841269841269842,26.50793650793651,4.285714285714286,5.158730158730159,3.5873015873015874,1.2130325814444443
3,7.017543859649122,16.894736842105264,2.2280701754385963,3.543859649122807,2.4210526315789473,11.975069252122807
4,12.487179487179487,31.05128205128205,4.871794871794871,6.012820512820513,4.705128205128205,0.35627530364102566
5,7.254237288135593,19.694915254237287,3.1016949152542375,4.0508474576271185,2.3559322033898304,9.066904549542373
6,10.073170731707316,27.24390243902439,4.097560975609756,5.073170731707317,3.268292682926829,1.3979460847560976
7,11.571428571428571,30.5,4.714285714285714,6.404761904761905,4.428571428571429,0.20676691728571428
8,9.833333333333334,27.476190476190474,3.9761904761904763,4.809523809523809,3.619047619047619,1.4887218046190476
9,10.866666666666667,27.666666666666668,4.066666666666666,4.6,4.066666666666666,3.5894736841333335
