gmm_bic_best_label,S1,S2,S3,S5,S6,Missing_total
0,11.620689655172415,30.126436781609197,4.758620689655173,5.908045977011494,4.402298850574713,0.49909255897701144
1,13.465753424657533,32.0958904109589,4.904109589041096,6.684931506849315,5.095890410958904,0.0
2,4.8478260869565215,10.26086956521739,1.0434782608695652,3.217391304347826,1.3043478260869565,27.260869565369564
3,7.444444444444445,19.444444444444443,2.728395061728395,4.1234567901234565,2.45679012345679,8.341130604382716
4,8.571428571428571,25.428571428571427,4.095238095238095,4.285714285714286,2.9523809523809526,3.1428571426666667
5,8.737864077669903,24.446601941747574,3.8640776699029127,4.728155339805825,3.2135922330097086,2.546244251524272
6,10.634920634920634,28.1984126984127,4.26984126984127,5.214285714285714,3.7857142857142856,1.0751879698809523
